Склад;Поклажедатель;ИНН;Наименование;Артикул;Колво
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Поддон 1200*800 Б/У;;98
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Полуавтоматический Слайсер WED-B220B-2 Foodatlas;УТ000011386;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Полуавтоматический Слайсер WED-B250B-4 Foodatlas;УТ000011392;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс гриль контактный EG-601 Foodatlas Eco;УТ000010197;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс гриль контактный EG-601N Foodatlas Eco;;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс гриль контактный EG-811 Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс гриль контактный EG-811A Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс гриль контактный EG-811E Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс гриль контактный EG-811EA Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс гриль контактный EG-813 Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс гриль контактный EG-813A Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс для гамбургеров HM-100 Foodatlas;УТ000009417;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс для гамбургеров HM-150 FoodAtlas;УТ000010214;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс для цитрусовых и гранатов MJE-1 Foodatlas;;9
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс для цитрусовых и гранатов MJE-1 Foodatlas (оранж.);;4
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Пресс для цитрусовых и гранатов MJE-2 Foodatlas (ножи дольки кубики);УТ000010215;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Приспособление (Пресс) для нарезки картофеля фри, по-деревенски HR-A657 Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Приспособление (Пресс) для нарезки картофеля фри, по-деревенски VC-1 Foodatlas;;11
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Рисоварка 13L Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Рисоварка 8L Foodatlas;;4
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Рисоварка FA-RC13L Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Ручная Овощерезка Слайсер SL-02 Foodatlas;;3
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Слайсер для томатов TC-1 Foodatlas;УТ000009416;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Сокоохладитель 12JL-2 Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Стреппинг инструмент аккумуляторный V2 Foodatlas;;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Термоупаковщик горячий стол BX-450 Foodatlas Pro;;4
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Термоусадочный тоннель BS-260 Foodatlas Eco;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестомес спиральный HS-10 Foodatlas Eco;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестомес спиральный HS-20 Foodatlas Eco 220В;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестомес спиральный HS-20A Foodatlas Eco 220В;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестомес спиральный HS-30 Foodatlas Eco 220В;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестомес спиральный HS-30A Foodatlas Eco 220В;;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестомес спиральный HS-40 Foodatlas Eco 220В;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестомес спиральный HS-40A Foodatlas Eco 220В;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскатка - лапшерезка ручная Foodatlas HO-180;;3
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскатка - лапшерезка электрическая Foodatlas DHH-220C;;11
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскатка - лапшерезка электрическая Foodatlas DHH-220CL;;5
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскатка - лапшерезка электрическая Foodatlas DZM-350;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскатка-лапшерезка ручная Foodatlas FLY2150;;9
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскатка-лапшерезка ручная Foodatlas FLY3150;;7
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскатка-лапшерезка электрическая Foodatlas FA-300RL;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскатка-лапшерезка электрическая Foodatlas FA-300RT;;3
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскаточная машина Foodatlas  FLRM80;;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскаточная машина YM-300B Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскаточная машина YM-350B Foodatlas (220V);;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскаточная машина YM-500B Foodatlas (220V);;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Тестораскаточная машина ручная Foodatlas FA-350;;10
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Торговые весы Foodatlas 15кг/1гр YZ-308;;3
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Торговые весы Foodatlas 30кг/1гр YZ-308;;10
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Торговые весы Foodatlas 40кг/2гр ВТ-40С;;4
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Торговые весы Foodatlas 40кг/2гр ВТ-40Т;;10
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Торговые весы Foodatlas 40кг/2гр ВТ-982S;;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Торговые весы Foodatlas 40кг/2гр ВТ-983S;УТ000009240;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Торговые весы Foodatlas 6кг/0,2гр YZ-308;;10
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Торговые весы Foodatlas 6кг/0,2гр YZ-506;УТ000007872;3
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Фаршемес ручной MX-10L Foodatlas;;5
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Фаршемешалка YBX-30 Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Фаршемешалка YBX-60 Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Фритюрница (4л) DF-80 Foodatlas Eco;;7
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Фритюрница (6л) DF-81 Foodatlas Eco;;23
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Фритюрница (6л+6л) DF-82 Foodatlas Eco;;3
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Фритюрница-чебуречница (12л) DF-82Ч Foodatlas Eco;;3
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Хлеборезка SH-36 Foodatlas Eco;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Шприц колбасный вертикальный HR-3L Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Шприц колбасный вертикальный HR-7L Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Шприц колбасный вертикальный VS-3L Foodatlas;;3
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Шприц колбасный вертикальный VS-5L Foodatlas;;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Шприц колбасный горизонтальный HR-5L Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Шприц колбасный горизонтальный HR-7L Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Шприц колбасный горизонтальный HS-3L Foodatlas;УТ000009422;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Электрокипятильник HLB-14.3L (двойные стенки) Foodatlas;ЦБ000000852;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Электрокипятильник HLB-7L (двойные стенки) Foodatlas;ЦБ000000851;4
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Электрокипятильник HLB-7L Foodatlas;;1
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Электрокипятильник WB-10L Foodatlas;;2
Казань;"ООО ""АГРОРЕСУРС""";7448136166;Электрокипятильник WB-30L Foodatlas;;2
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;"1С-7422-270CSK-285C5034 Матрица 27"" K270WL5-HX300C5 Panel";1С-106996;1656
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;2AA7-362FAZ0SE Органайзер кабельный для серверов KingSlide Cable Management Arm;106918;2110
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;"55 Т2 S2 SMART Телевизор 55"" OLED";ER-0000811;127
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;"55 Т2 S2 SMART Телевизор 55"" OLED РОССИЯ";ER-0001007;10
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;6110-180032-07011741 Кабель питания 220V для мониторов ViewRay 1,8M;103020;6700
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;6130-180012-61461051 Кабель HDMI to HDMI 1,8M;103017;4500
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;6140-0272HB-30RD1001 Кабель х с разъёмами на концах 30 pin 272mm 30pin two-terminal wire;102276;5000
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;6140-050063-10UZ1001 Кабель для передачи данных с разъёмами на концах 500mm 10pin two-terminal wire;102277;5000
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;"65 Т2 S2 SMART Телевизор 65"" OLED";ER-0000812;1
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;"65 Т2 S2 SMART Телевизор 65"" OLED РОССИЯ";ER-0001023;4
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;66K53451-12 CA F110D-BD000-V2-ICL V4;102751;1728
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7002-W2462S-XW000004 Задняя крышка монитора W2462S Plastic back cover After a body shell;102293;3570
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7002-W2727S-XW000034 Plastic back cover;106999;1560
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7002-W2762S-XW000004 Задняя крышка монитора W2762S Plastic back cover After a body shell;102214;810
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7009-W2413S-X00001F4 Пластиковая рамка для лицевой панели W2413S Front bezel decoration part;102289;5000
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7037-W2462S-X0000004 Металлическая рама для монитора W2462S Base bracket;102291;4992
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7037-W2711S-X0000014 Base bracket;107001;1206
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7037-W2762S-X0000004 Подставка для монитора W2762S Base bracket;102210;758
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7102-Q2753S-XW000012 Металлическая подставка для монитора Q2753S Metal base One base;102205;6222
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7102-W2705S-XW000001 Metal base;107000;624
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7111-W2462S-X0000002 Металлическая пластина для фиксации портов вв/выв  W2462S IO stop plate-D;102278;5000
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7119-W2462S-X0000002 Металлическая рамка для крепления к корпусу монитора W2462S Mainboard bracket;102279;5000
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7120-W2438S-X0000004 Металлическая рамка для крепления внутри монитра W2438S Power bracket;102280;5000
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7128-W2462S-X0000002 Металлическая рамка для крепления монитора VESA 100х100 W2462S Wall-mount brack;102281;5000
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7205-W2462S-20901001 Ложемент для монитора W2462S EPE;102203;6100
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7373-000000-20000011-2 Пакет антистатический с зиплоком 300х400мм;ER-00004151;30000
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7422-238CSK-285A2014-F LED PANEL;103086;8176
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;7907-0A0001-15000311 3?150mm Cable ties;103090;10000
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;8.10.CN156P.YZ000 NOTEBOOK BAREBONE;95270;100
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;9012-111078-06002004 Плата питания монитора 60W Power board ndependent internal power supply (OB2710;102212;8388
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;9014-110000-02023011 keyboard;102423;9500
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;99M26303 / JZ183 Крепление Vesa;106340;3168
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;A.A.S.0000056 Сетевая карта для сервера, 2 порта RJ-45, интерфейс подключения OCP 3.0, без функции ш;98403 (505);828
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;A.A.S.0000105 Радиатор охлаждения процессора, пассивный, без вентилятора, материал аллюминий;98407 (25);864
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;A.A.S.0000105 Радиатор охлаждения процессора, пассивный, без вентилятора, материал аллюминий;98407 (27);864
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;A.A.S.0000105 Радиатор охлаждения процессора, пассивный, без вентилятора, материал аллюминий;98407 (28);864
Казань;"ООО ""АЙСИЭЛ ТЕХНО""";1624014670;A.A.S.0000134 Крышка для райзер-платы, материал сталь, метод изготовления штамповка;98435 (74);480
